ID,Position,Nationality,Overall rating,Preferred foot,League,Height,Value,Name,Age,Attacking,Team,Defending,Goalkeeping,Wage,Movement
806740,LW,Cyprus,68,Right,"Galloway, Mosley and Jones (Western Sahara)",210cm,€623K,J. Kim,50,43.3,FC Bayern München,34.7,75.8,€39K,22.9
606223,LWB,Qatar,67,Right,Taylor-Cross (Vietnam),174cm,€615K,M. Flores,21,67.2,Collins-Moore,42.9,60.7,€38K,66.8
237810,LM,Austria,67,Right,"Galloway, Mosley and Jones (Western Sahara)",192cm,€620K,C. Hart,22,27.0,"Murphy, Harrell and Henderson",69.8,51.7,€39K,60.2
655640,RB,Guatemala,67,Right,Stewart-Cooper (Vietnam),163cm,€617K,W. West,25,43.2,Manchester United,23.1,59.8,€38K,69.3
934379,GK,Greece,67,Left,"White, Wiley and Jimenez (Saint Kitts and Nevis)",200cm,€638K,J. Owens,23,67.6,"Wheeler, Moore and Allen",66.8,55.3,€38K,56.2
877155,GK,Saint Kitts and Nevis,67,Left,Taylor-Cross (Vietnam),155cm,€613K,J. Baldwin,31,43.9,"Orozco, Mercado and Bartlett",69.1,52.2,€38K,58.8
393963,RM,Guatemala,67,Right,Villegas-Haas (Austria),163cm,€622K,C. Boone,32,62.5,"Smith, Kemp and Yu",69.0,53.9,€38K,26.3
983801,CDM,Botswana,67,Left,Beltran-Keith (Cyprus),154cm,€613K,A. Hopkins,29,67.2,Harrison Ltd,33.4,20.8,€39K,67.2
164683,RB,Qatar,67,Right,Premier League (England),174cm,€613K,M. Guerrero,33,61.2,Bell-Odom,25.2,56.7,€37K,68.8
156640,LB,Botswana,67,Left,Villegas-Haas (Austria),207cm,€606K,D. Price,21,40.6,Ross Inc,59.5,48.1,€37K,69.5
894018,CF,Vietnam,67,Left,Taylor-Cross (Vietnam),191cm,€604K,Houston,29,60.4,Miller Group,29.4,35.1,€37K,69.8
34003,CDM,Saint Kitts and Nevis,67,Left,Dunlap-Jenkins (Greece),185cm,€611K,Wright,34,68.1,"Hayes, Jones and Bernard",31.4,35.6,€37K,63.8
943396,RW,Western Sahara,67,Right,Beltran-Keith (Cyprus),178cm,€609K,N. Garcia,35,50.9,Perez-Lambert,67.6,65.2,€37K,27.1
206118,RB,Guatemala,67,Left,Beltran-Keith (Cyprus),164cm,€600K,Santiago,26,67.5,Harrison Ltd,63.3,37.9,€37K,67.0
591616,LW,Guatemala,67,Right,"Middleton, Mccarty and Sullivan (Botswana)",150cm,€594K,Henderson,21,64.8,FC Barcelona,39.3,67.1,€37K,37.1
821015,RB,Turks and Caicos Islands,67,Left,Premier League (England),194cm,€602K,D. Shannon,35,36.5,Yoder-Ramos,68.8,49.7,€37K,60.7
640980,RB,Greece,67,Left,Premier League (England),161cm,€600K,Roger Jr.,50,55.5,"Diaz, Evans and Pham",61.7,55.0,€37K,68.4
985210,CAM,Vietnam,67,Left,"Middleton, Mccarty and Sullivan (Botswana)",194cm,€589K,D. Hall,33,65.8,Brown-Watson,46.9,46.3,€36K,66.9
59709,LM,Guatemala,67,Right,Taylor-Cross (Vietnam),151cm,€593K,J. Davis,25,34.8,Miller Group,71.6,50.8,€37K,53.5
543271,CDM,Qatar,67,Left,Dunlap-Jenkins (Greece),203cm,€591K,J. Haney,36,61.3,"Mckinney, Williams and Wright",45.8,55.8,€36K,68.7
518763,LB,Guatemala,67,Left,Villegas-Haas (Austria),186cm,€587K,M. Mahoney,35,48.9,"Smith, Kemp and Yu",61.5,37.2,€36K,68.5
830132,RM,Vietnam,67,Right,Stewart-Cooper (Vietnam),202cm,€584K,R. Murray,31,46.9,Manchester United,73.4,44.8,€35K,31.6
781144,CF,Saint Kitts and Nevis,67,Right,Dunlap-Jenkins (Greece),154cm,€586K,J. Collins,21,74.1,Willis Inc,23.3,46.4,€36K,24.6
68449,CF,Western Sahara,67,Left,"Smith, Townsend and Moon (Vietnam)",177cm,€613K,Wilson,28,62.6,Martinez Inc,18.3,44.4,€36K,68.6
699235,CM,Cyprus,67,Right,Premier League (England),172cm,€586K,Henry Waters,29,54.5,"Banks, Romero and Wolf",43.8,71.2,€35K,32.4
76780,LW,Botswana,67,Left,"Coffey, Morris and Bell (Greece)",175cm,€585K,Robert Smith,25,52.7,Gordon-Henderson,71.5,49.1,€34K,49.0
27734,RM,Austria,67,Left,Premier League (England),208cm,€579K,K. Cervantes,31,30.7,Lawson Ltd,30.1,37.9,€35K,76.3
453798,LWB,Qatar,67,Right,"Smith, Townsend and Moon (Vietnam)",169cm,€572K,D. Hood,26,63.5,"Vargas, Wise and Glover",68.0,41.9,€36K,65.1
388282,CDM,Austria,67,Left,Premier League (England),159cm,€571K,Norris,29,50.8,"Diaz, Evans and Pham",24.2,47.7,€35K,72.7
863503,LWB,Turks and Caicos Islands,67,Left,Premier League (England),163cm,€565K,J. Harmon,28,29.2,Garcia Inc,74.0,32.8,€34K,45.3
896602,RWB,Austria,67,Right,"Coffey, Morris and Bell (Greece)",198cm,€561K,Nicholas Evans,23,67.6,Gordon-Henderson,42.7,66.1,€35K,45.8
577168,CF,Faroe Islands,67,Right,"Middleton, Mccarty and Sullivan (Botswana)",160cm,€578K,Kirk Murphy,49,76.1,FC Barcelona,38.8,40.3,€34K,37.5
126672,ST,Cyprus,67,Left,Dunlap-Jenkins (Greece),173cm,€565K,M. Bowen,22,68.3,"Hayes, Jones and Bernard",64.7,25.8,€34K,45.9
741148,LB,Greece,67,Left,Stewart-Cooper (Vietnam),180cm,€559K,J. Brown,35,27.3,Wilson Ltd,66.9,34.5,€33K,66.3
618438,RB,Austria,67,Left,"Smith, Townsend and Moon (Vietnam)",202cm,€561K,Jacob Jr.,24,48.7,Martinez Inc,40.4,49.6,€33K,72.8
733133,RM,Vietnam,67,Left,"Middleton, Mccarty and Sullivan (Botswana)",207cm,€568K,Gregory Martinez,32,49.8,FC Barcelona,44.3,50.8,€33K,72.2
12250,GK,Western Sahara,67,Right,"Coffey, Morris and Bell (Greece)",189cm,€560K,A. Herrera,32,55.8,Gordon-Henderson,66.4,37.8,€34K,67.0
548874,GK,Saint Kitts and Nevis,66,Right,"Coffey, Morris and Bell (Greece)",189cm,€557K,T. York,28,49.5,Hicks-Henry,52.5,51.4,€32K,70.9
802834,ST,Western Sahara,66,Right,Premier League (England),187cm,€557K,C. Parker,25,68.7,"Banks, Romero and Wolf",50.9,41.6,€33K,57.8
565366,RWB,Faroe Islands,66,Right,Villegas-Haas (Austria),208cm,€561K,A. Schneider,20,39.1,Huber-Rogers,36.2,56.8,€32K,69.4
155894,ST,Qatar,66,Right,Premier League (England),152cm,€559K,P. Ruiz,16,36.5,"Taylor, Bowen and Cantrell",70.9,47.2,€32K,50.5
942563,CDM,Guatemala,66,Right,Premier League (England),201cm,€554K,R. Gonzalez,23,74.7,"Banks, Romero and Wolf",40.7,10.3,€32K,36.1
934400,GK,Western Sahara,66,Right,Taylor-Cross (Vietnam),159cm,€553K,Shawn Jr.,29,57.6,Liverpool,63.4,45.0,€32K,67.0
270955,CF,Turks and Caicos Islands,66,Right,Premier League (England),152cm,€557K,J. Smith,33,69.2,Campbell and Sons,55.5,43.7,€32K,24.2
475818,CB,Cyprus,66,Right,Premier League (England),210cm,€556K,Andrew Howard,22,32.0,Garcia Inc,39.2,43.4,€32K,73.1
844799,CM,Cyprus,66,Left,Premier League (England),206cm,€553K,Steven Solomon,20,22.5,"Bell, Brewer and Little",67.8,61.0,€32K,49.6
746554,CDM,Turks and Caicos Islands,66,Left,Premier League (England),185cm,€543K,J. Chavez,54,69.0,Martinez-Townsend,50.7,24.1,€32K,56.9
853177,RW,Austria,66,Left,"Smith, Townsend and Moon (Vietnam)",155cm,€551K,J. Phillips,42,75.7,Martinez Inc,18.3,37.6,€32K,30.4
492748,LW,Turks and Caicos Islands,66,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",201cm,€543K,J. Alvarez,21,46.1,Oneill and Sons,62.8,67.3,€32K,42.1
34085,RB,Qatar,66,Left,"Middleton, Mccarty and Sullivan (Botswana)",185cm,€551K,S. Hall,34,49.3,Brown-Watson,64.5,33.8,€31K,67.0
648529,LW,Turks and Caicos Islands,66,Right,Villegas-Haas (Austria),151cm,€537K,S. Johnson,19,46.0,Ross Inc,50.6,71.0,€31K,38.4
976344,ST,Faroe Islands,66,Left,Beltran-Keith (Cyprus),164cm,€541K,B. James,29,50.2,"Green, Lawrence and Smith",66.2,56.6,€32K,66.0
484889,CDM,Austria,66,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",154cm,€532K,J. Jones,28,63.3,"Wheeler, Moore and Allen",46.9,18.5,€32K,66.6
501469,RW,Saint Kitts and Nevis,66,Left,Stewart-Cooper (Vietnam),206cm,€526K,J. Adams,39,78.7,Holland Ltd,20.1,24.9,€31K,28.5
10007,CB,Saint Kitts and Nevis,66,Right,Premier League (England),190cm,€537K,V. Garcia,33,58.8,"Banks, Romero and Wolf",52.4,32.1,€31K,68.6
362371,CAM,Cyprus,66,Left,"Smith, Townsend and Moon (Vietnam)",196cm,€530K,C. Golden,34,63.1,"Vargas, Wise and Glover",64.5,42.7,€31K,66.4
239729,RM,Vietnam,66,Right,"Smith, Townsend and Moon (Vietnam)",150cm,€531K,Nicholas Jr.,29,38.5,Martinez Inc,69.5,54.4,€31K,16.8
575875,RM,Faroe Islands,66,Right,Premier League (England),174cm,€523K,K. Lee,40,43.5,"Diaz, Evans and Pham",69.7,55.0,€30K,35.3
60015,RW,Western Sahara,66,Right,Taylor-Cross (Vietnam),189cm,€522K,Jonathan Jr.,29,66.5,Miller Group,66.5,49.2,€30K,48.9
346880,LWB,Cyprus,66,Left,Premier League (England),186cm,€523K,A. Reyes,24,45.0,Davis-Kelly,49.5,37.9,€30K,71.4
412617,LW,Greece,66,Right,Stewart-Cooper (Vietnam),183cm,€530K,N. Brown,21,61.7,Wilson Ltd,44.4,67.9,€31K,32.5
273358,ST,Vietnam,66,Left,Villegas-Haas (Austria),171cm,€523K,G. Rodgers,30,66.5,Edwards Group,65.0,34.0,€30K,47.6
748721,CAM,Faroe Islands,66,Left,Premier League (England),161cm,€519K,T. Martinez,28,37.5,Yoder-Ramos,68.0,39.8,€30K,59.0
912744,RM,Greece,66,Right,Premier League (England),175cm,€522K,D. Ballard,29,69.6,Bell-Odom,55.2,29.4,€30K,33.9
601529,RWB,Botswana,66,Right,Villegas-Haas (Austria),158cm,€515K,M. Wallace,28,53.6,"Smith, Kemp and Yu",15.7,34.5,€30K,70.1
724593,LM,Qatar,66,Right,Premier League (England),188cm,€511K,D. Norris,22,50.1,Lawson Ltd,61.1,67.9,€29K,32.6
675571,RB,Vietnam,66,Right,Premier League (England),193cm,€512K,Douglas Jr.,21,66.4,Lawson Ltd,40.2,61.1,€29K,63.1
700265,CM,Cyprus,66,Right,Stewart-Cooper (Vietnam),192cm,€512K,G. Griffith,23,47.4,Wilson Ltd,40.3,72.7,€29K,24.9
618381,CF,Cyprus,66,Right,"Galloway, Mosley and Jones (Western Sahara)",156cm,€516K,A. Morgan,28,68.8,"Murphy, Harrell and Henderson",56.3,34.1,€29K,21.7
659400,RM,Guatemala,66,Right,Dunlap-Jenkins (Greece),162cm,€502K,F. Bryant,34,45.9,"Mckinney, Williams and Wright",72.3,42.4,€29K,17.2
450571,RWB,Qatar,65,Left,Taylor-Cross (Vietnam),174cm,€511K,M. Ruiz,33,57.6,Collins-Moore,45.6,67.2,€28K,53.9
336044,GK,Qatar,65,Right,"Coffey, Morris and Bell (Greece)",152cm,€501K,Wilson,27,47.1,Campbell-Osborn,51.7,60.1,€28K,67.1
303275,CAM,Greece,65,Left,Premier League (England),199cm,€502K,Dustin Martinez,26,55.2,Yoder-Ramos,68.6,23.7,€28K,53.5
442674,LM,Saint Kitts and Nevis,65,Right,Dunlap-Jenkins (Greece),157cm,€500K,H. Glover,34,49.2,Willis Inc,66.6,58.8,€28K,47.9
491943,LB,Faroe Islands,65,Right,"Coffey, Morris and Bell (Greece)",204cm,€503K,D. Conrad,20,67.0,Gordon-Henderson,59.5,46.2,€28K,29.8
123410,RM,Austria,65,Right,Premier League (England),152cm,€497K,A. Black,24,48.7,Campbell and Sons,71.0,48.8,€28K,20.9
893457,ST,Vietnam,65,Left,Villegas-Haas (Austria),181cm,€495K,Baker,28,48.5,Huber-Rogers,65.7,54.5,€29K,63.8
361072,LB,Faroe Islands,65,Left,Villegas-Haas (Austria),154cm,€495K,J. Cortez,31,26.3,"Smith, Kemp and Yu",36.9,40.6,€28K,73.0
418630,RWB,Vietnam,65,Right,Premier League (England),194cm,€492K,M. Walker,22,57.7,Paris Saint Germain,33.5,45.5,€27K,67.7
828387,RB,Qatar,65,Left,Premier League (England),201cm,€494K,C. Christensen,32,51.2,Orozco LLC,65.6,47.6,€27K,62.0
214102,LB,Botswana,65,Left,Premier League (England),170cm,€491K,S. Dean,26,25.8,Garcia Inc,40.1,39.5,€28K,72.9
296327,LWB,Faroe Islands,65,Left,"Coffey, Morris and Bell (Greece)",202cm,€488K,Jonathan Jr.,27,15.0,Gordon-Henderson,55.6,43.2,€27K,68.6
189872,CB,Cyprus,65,Right,Premier League (England),176cm,€489K,D. Mcbride,48,56.9,Bell-Odom,42.3,22.5,€27K,67.7
550345,RM,Faroe Islands,65,Right,Dunlap-Jenkins (Greece),192cm,€495K,R. Mueller,27,55.2,"Mckinney, Williams and Wright",68.7,38.1,€27K,22.3
968273,CB,Vietnam,65,Right,Premier League (England),189cm,€490K,Henderson,29,50.6,"Solomon, Lopez and Roberts",56.7,21.3,€26K,67.6
575219,LB,Faroe Islands,65,Right,Beltran-Keith (Cyprus),181cm,€485K,J. Hodges,25,67.0,Harrison Ltd,60.3,41.4,€26K,21.8
51065,GK,Western Sahara,65,Right,Dunlap-Jenkins (Greece),171cm,€487K,B. Garcia,21,28.1,Willis Inc,61.3,48.4,€26K,66.0
780304,GK,Faroe Islands,65,Left,Premier League (England),172cm,€486K,N. Williams,20,43.5,"Miranda, Martin and Anderson",72.5,39.3,€26K,39.9
231562,LB,Saint Kitts and Nevis,65,Right,Stewart-Cooper (Vietnam),182cm,€488K,C. Martin,30,65.1,Wall PLC,65.1,46.3,€26K,16.7
231585,CB,Qatar,65,Right,Premier League (England),164cm,€487K,H. Baker,34,48.7,"Taylor, Bowen and Cantrell",64.7,58.7,€26K,65.5
887017,RB,Botswana,65,Right,"Galloway, Mosley and Jones (Western Sahara)",154cm,€484K,Andrew Jr.,33,38.0,Johnson-Thompson,31.5,62.2,€26K,65.8
682229,RWB,Turks and Caicos Islands,65,Right,Villegas-Haas (Austria),209cm,€483K,Mark Jr.,20,42.5,Ross Inc,29.1,59.0,€26K,66.4
51737,GK,Greece,65,Left,"Galloway, Mosley and Jones (Western Sahara)",190cm,€483K,John Jr.,40,46.6,"Murphy, Harrell and Henderson",66.0,61.9,€27K,58.9
412187,ST,Greece,65,Right,Premier League (England),207cm,€483K,S. Rivers,54,67.6,Bell-Odom,57.8,45.3,€25K,31.2
682819,LW,Greece,65,Left,Villegas-Haas (Austria),184cm,€477K,T. Gallagher,34,69.4,Edwards Group,45.2,50.8,€25K,49.9
592871,LWB,Turks and Caicos Islands,65,Left,Taylor-Cross (Vietnam),206cm,€481K,Thomas Jr.,25,17.2,"Orozco, Mercado and Bartlett",72.3,34.2,€25K,41.8
846873,CDM,Greece,65,Left,"Middleton, Mccarty and Sullivan (Botswana)",177cm,€482K,Raymond Jr.,35,62.1,Brown-Watson,32.6,26.6,€26K,66.4
371824,RWB,Saint Kitts and Nevis,65,Left,Premier League (England),175cm,€475K,B. Goodwin,33,45.8,"Miranda, Martin and Anderson",64.3,54.6,€25K,65.6
85120,CM,Faroe Islands,65,Left,Premier League (England),197cm,€472K,N. Lawson,23,20.5,Garcia Inc,59.9,66.7,€24K,36.9
691454,RWB,Turks and Caicos Islands,65,Right,Premier League (England),196cm,€470K,D. Schmitt,30,40.4,Martinez-Townsend,17.3,68.6,€25K,55.8
683465,RW,Greece,65,Left,Premier League (England),203cm,€472K,Miller,29,71.6,Paris Saint Germain,35.5,43.9,€25K,13.4
880094,LB,Turks and Caicos Islands,65,Left,Beltran-Keith (Cyprus),173cm,€480K,C. Ball,18,53.1,"Green, Lawrence and Smith",42.9,59.9,€25K,66.8
978501,CDM,Austria,65,Right,Stewart-Cooper (Vietnam),179cm,€468K,C. Sandoval,36,63.7,Manchester United,45.3,29.2,€24K,66.0
540724,CF,Botswana,64,Left,"Coffey, Morris and Bell (Greece)",175cm,€467K,J. Wilson,35,63.1,Hicks-Henry,23.4,20.8,€24K,64.1
32906,CDM,Vietnam,64,Right,Taylor-Cross (Vietnam),170cm,€468K,Eric Stevens,29,65.7,Liverpool,15.8,40.5,€24K,59.6
999612,LB,Guatemala,64,Right,"Smith, Townsend and Moon (Vietnam)",169cm,€466K,Roberto Jr.,37,55.7,Martinez Inc,67.1,45.9,€23K,32.2
721122,RWB,Guatemala,64,Right,Premier League (England),187cm,€460K,William Jr.,21,61.5,Martinez-Townsend,31.3,64.7,€24K,43.0
139648,CAM,Guatemala,64,Left,Premier League (England),163cm,€467K,K. Mcdonald,35,58.8,Davis-Kelly,66.2,26.6,€24K,56.1
287205,LWB,Austria,64,Left,Taylor-Cross (Vietnam),150cm,€463K,Ryan,28,33.9,Miller Group,59.0,16.6,€24K,66.0
721636,RW,Guatemala,64,Left,Stewart-Cooper (Vietnam),162cm,€457K,J. Sparks,26,64.5,Wilson Ltd,9.8,60.8,€23K,10.8
345005,CM,Cyprus,64,Left,Premier League (England),209cm,€458K,J. Hill,33,38.0,Yoder-Ramos,53.3,65.6,€23K,59.5
828449,LB,Cyprus,64,Left,Premier League (England),163cm,€460K,Stephens,42,44.7,Paris Saint Germain,33.6,62.1,€23K,65.2
410836,CF,Guatemala,64,Left,"Galloway, Mosley and Jones (Western Sahara)",152cm,€457K,Antonio Bishop,24,68.3,Johnson-Thompson,43.6,49.3,€24K,44.1
845020,ST,Qatar,64,Left,Stewart-Cooper (Vietnam),186cm,€451K,A. Roberts,37,49.4,Underwood-Gomez,57.5,47.1,€23K,65.7
50401,CM,Turks and Caicos Islands,64,Right,"Smith, Townsend and Moon (Vietnam)",200cm,€450K,A. Fitzpatrick,25,48.0,"Vargas, Wise and Glover",39.0,69.6,€23K,29.7
361742,RM,Cyprus,64,Left,Premier League (England),150cm,€459K,J. Wheeler,30,49.4,Lawson Ltd,46.4,40.6,€23K,68.8
9720,RM,Western Sahara,64,Left,Dunlap-Jenkins (Greece),202cm,€451K,Ruiz,23,34.9,Willis Inc,58.6,55.8,€23K,66.4
698477,LW,Greece,64,Left,Premier League (England),205cm,€440K,Hunter,41,68.9,Orozco LLC,47.2,49.8,€22K,20.7
583850,CDM,Vietnam,64,Right,Premier League (England),193cm,€441K,J. Holt,30,70.7,"Taylor, Bowen and Cantrell",41.3,6.1,€22K,43.6
788704,RWB,Western Sahara,64,Right,"Galloway, Mosley and Jones (Western Sahara)",156cm,€442K,J. Mendoza,34,66.5,"Murphy, Harrell and Henderson",9.9,33.2,€22K,57.8
379119,LWB,Qatar,64,Left,Villegas-Haas (Austria),190cm,€448K,C. James,26,15.0,"Smith, Kemp and Yu",65.1,13.4,€22K,61.8
256743,LWB,Austria,64,Left,Premier League (England),178cm,€431K,C. Pham,24,26.6,Gentry-Garcia,47.8,35.4,€22K,69.0
207607,LW,Saint Kitts and Nevis,64,Left,Villegas-Haas (Austria),205cm,€449K,Steven Jr.,32,61.2,"Smith, Kemp and Yu",64.5,64.4,€22K,20.3
265046,CF,Faroe Islands,64,Right,Premier League (England),150cm,€430K,Buchanan,29,66.2,Paris Saint Germain,28.9,57.5,€22K,39.5
601234,ST,Greece,64,Left,"White, Wiley and Jimenez (Saint Kitts and Nevis)",174cm,€433K,J. Scott,32,60.0,Oneill and Sons,66.0,43.6,€22K,55.1
421019,ST,Saint Kitts and Nevis,64,Right,Taylor-Cross (Vietnam),171cm,€432K,K. Lewis,33,67.7,Collins-Moore,40.8,40.7,€21K,53.2
175276,CAM,Greece,64,Left,Premier League (England),159cm,€428K,T. Price,22,63.0,"Bell, Brewer and Little",64.2,45.0,€21K,58.2
306350,RW,Western Sahara,64,Left,Premier League (England),175cm,€428K,J. Dean,27,74.3,Campbell and Sons,22.7,26.7,€21K,34.8
470202,LM,Faroe Islands,64,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",152cm,€427K,J. Burgess,30,34.1,Oneill and Sons,45.4,58.0,€21K,65.5
3617,ST,Austria,64,Right,Beltran-Keith (Cyprus),180cm,€426K,T. Kim,35,48.8,Perez-Lambert,69.0,14.1,€21K,48.9
298642,LWB,Saint Kitts and Nevis,64,Left,Premier League (England),193cm,€426K,J. Castro,47,32.2,"Miranda, Martin and Anderson",48.7,35.4,€21K,69.2
794662,CM,Western Sahara,63,Right,Taylor-Cross (Vietnam),158cm,€430K,Robert Jr.,29,33.1,Collins-Moore,62.3,63.6,€21K,22.5
401686,CM,Qatar,63,Right,"Coffey, Morris and Bell (Greece)",176cm,€425K,James Jr.,30,44.6,Campbell-Osborn,60.9,64.1,€21K,31.8
33297,ST,Turks and Caicos Islands,63,Left,"White, Wiley and Jimenez (Saint Kitts and Nevis)",209cm,€421K,R. Turner,26,62.9,Oneill and Sons,59.8,39.3,€20K,61.9
639574,ST,Greece,63,Right,Premier League (England),181cm,€421K,B. Lane,40,69.0,"Diaz, Evans and Pham",46.8,37.4,€20K,33.1
107095,LB,Cyprus,63,Left,Premier League (England),163cm,€423K,D. Gonzales,22,37.2,"Bullock, Rivera and Briggs",36.1,45.7,€21K,69.4
451187,RM,Qatar,63,Right,Premier League (England),210cm,€423K,Z. Mcdonald,38,56.4,"Solomon, Lopez and Roberts",64.6,43.5,€21K,19.1
778949,ST,Vietnam,63,Right,"Galloway, Mosley and Jones (Western Sahara)",159cm,€420K,B. White,18,38.3,Johnson-Thompson,66.9,16.6,€19K,49.4
860973,LW,Vietnam,63,Right,Premier League (England),150cm,€416K,B. Price,39,51.1,"Banks, Romero and Wolf",51.4,64.6,€20K,58.1
156553,LW,Botswana,63,Right,Premier League (England),199cm,€416K,K. Blake,43,63.7,Orozco LLC,31.2,60.1,€20K,29.5
238545,CDM,Vietnam,63,Right,Villegas-Haas (Austria),157cm,€420K,Bond,34,65.6,"Smith, Kemp and Yu",30.9,25.0,€19K,55.9
263284,LB,Western Sahara,63,Left,Villegas-Haas (Austria),164cm,€422K,R. Norton,16,53.0,Edwards Group,38.8,36.8,€20K,66.9
287872,GK,Qatar,63,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",201cm,€409K,David Fowler,32,22.7,Oneill and Sons,55.7,39.6,€19K,65.4
451785,LB,Botswana,63,Left,Premier League (England),194cm,€406K,E. Brown,17,35.6,"Taylor, Bowen and Cantrell",43.2,35.2,€19K,69.7
116090,LM,Faroe Islands,63,Left,"Smith, Townsend and Moon (Vietnam)",184cm,€407K,B. Smith,24,25.2,"Vargas, Wise and Glover",54.7,25.9,€19K,66.1
697889,RB,Turks and Caicos Islands,63,Left,Beltran-Keith (Cyprus),156cm,€412K,Miller,20,68.3,Harrison Ltd,38.1,27.2,€19K,48.5
50884,RWB,Saint Kitts and Nevis,63,Right,"Middleton, Mccarty and Sullivan (Botswana)",195cm,€397K,S. Yu,29,51.1,Brown-Watson,46.8,38.6,€18K,67.2
509663,GK,Botswana,63,Left,"Smith, Townsend and Moon (Vietnam)",198cm,€398K,Michael Jr.,30,58.7,Martinez Inc,64.4,50.2,€18K,38.7
362216,GK,Greece,63,Right,"Middleton, Mccarty and Sullivan (Botswana)",183cm,€404K,Richard Jr.,32,38.5,FC Barcelona,60.7,37.5,€18K,64.2
722674,CB,Austria,63,Right,Premier League (England),175cm,€395K,Davis,24,64.8,Garcia Inc,41.0,21.2,€17K,57.1
567164,ST,Faroe Islands,63,Right,"Coffey, Morris and Bell (Greece)",176cm,€395K,C. Peterson,23,57.9,Hicks-Henry,64.5,37.0,€18K,36.8
624553,CDM,Cyprus,63,Right,Premier League (England),151cm,€404K,R. Avila,20,59.1,Stark Ltd,17.1,24.4,€19K,64.1
133142,LW,Guatemala,63,Left,Premier League (England),158cm,€394K,G. Jones,34,67.1,Gentry-Garcia,48.7,51.9,€18K,37.9
829502,RWB,Guatemala,63,Left,Beltran-Keith (Cyprus),177cm,€393K,Chad Jones,31,63.2,Harrison Ltd,63.4,39.7,€17K,56.8
485498,RWB,Botswana,63,Left,"White, Wiley and Jimenez (Saint Kitts and Nevis)",165cm,€394K,Edward Jr.,25,48.0,Oneill and Sons,62.1,58.9,€17K,63.0
600207,RW,Saint Kitts and Nevis,63,Left,Villegas-Haas (Austria),154cm,€391K,Jacob Jr.,23,68.8,Ross-Weber,47.2,40.3,€17K,18.2
887060,CM,Turks and Caicos Islands,63,Right,Villegas-Haas (Austria),175cm,€393K,M. Willis,28,47.8,Huber-Rogers,63.3,60.4,€17K,25.6
166318,RM,Saint Kitts and Nevis,63,Right,Stewart-Cooper (Vietnam),195cm,€385K,L. Jordan,28,68.4,Underwood-Gomez,46.8,34.8,€16K,13.8
240106,CDM,Qatar,63,Left,"White, Wiley and Jimenez (Saint Kitts and Nevis)",167cm,€393K,Allen Howard,25,38.7,"Wheeler, Moore and Allen",30.2,50.2,€17K,67.3
469588,CM,Botswana,63,Right,Villegas-Haas (Austria),210cm,€390K,D. Lopez,25,59.8,Ross Inc,38.5,64.6,€17K,27.0
150218,LWB,Qatar,63,Left,Stewart-Cooper (Vietnam),190cm,€388K,B. Bradford,29,38.0,Underwood-Gomez,68.5,44.6,€17K,38.3
764841,ST,Faroe Islands,63,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",154cm,€382K,W. Lee,21,67.5,"Wheeler, Moore and Allen",51.2,23.8,€16K,43.9
822199,RM,Vietnam,63,Left,Taylor-Cross (Vietnam),174cm,€382K,Norman,35,57.0,Miller Group,46.6,30.2,€16K,65.0
126345,RWB,Saint Kitts and Nevis,63,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",154cm,€381K,S. Shah,33,64.0,Oneill and Sons,44.4,59.6,€16K,41.7
953820,RM,Saint Kitts and Nevis,63,Left,Beltran-Keith (Cyprus),189cm,€391K,Kirk Jr.,45,25.7,Harrison Ltd,28.3,33.4,€17K,73.5
159209,RW,Botswana,63,Right,Taylor-Cross (Vietnam),161cm,€380K,G. Campbell,20,52.5,Miller Group,59.5,64.1,€16K,47.8
36395,RM,Faroe Islands,63,Right,Villegas-Haas (Austria),169cm,€377K,B. Vasquez,26,61.7,Ross-Weber,63.3,47.4,€16K,47.9
110409,LB,Austria,63,Right,Premier League (England),158cm,€380K,Frank Murphy,33,60.1,"Miranda, Martin and Anderson",64.1,36.9,€16K,43.3
12163,RM,Guatemala,63,Left,Taylor-Cross (Vietnam),164cm,€372K,M. Alvarado,30,52.7,Miller Group,44.6,27.7,€16K,67.0
495509,RB,Guatemala,63,Right,Stewart-Cooper (Vietnam),170cm,€370K,C. Benjamin,33,58.0,Wilson Ltd,29.0,64.2,€16K,52.7
454624,CB,Saint Kitts and Nevis,63,Left,"Galloway, Mosley and Jones (Western Sahara)",207cm,€364K,J. Brooks,34,54.8,Johnson-Thompson,51.0,52.2,€16K,65.2
901375,ST,Turks and Caicos Islands,62,Right,Premier League (England),165cm,€370K,J. David,24,58.6,"Solomon, Lopez and Roberts",59.5,31.0,€16K,62.9
393637,RM,Cyprus,62,Left,Stewart-Cooper (Vietnam),157cm,€382K,Morales,32,44.3,Wilson Ltd,33.3,29.8,€16K,68.3
893385,RB,Qatar,62,Right,Dunlap-Jenkins (Greece),162cm,€372K,B. Jones,22,51.3,Willis Inc,38.7,65.5,€15K,48.8
